Index,Title,Available Brands,Link
6,Cenobamate,5,https://medex.com.bd/generics/2220/cenobamate
7,Cepalin + Allantoin,3,https://medex.com.bd/generics/415/cepalin-allantoin
8,Cephalexin,34,https://medex.com.bd/generics/231/cephalexin
9,Cephradine,298,https://medex.com.bd/generics/232/cephradine
10,Ceritinib,2,https://medex.com.bd/generics/1640/ceritinib
11,Cetalkonium Chloride + Choline Salicylate,1,https://medex.com.bd/generics/233/cetalkonium-chloride-choline-salicylate
12,Cetirizine Hydrochloride,139,https://medex.com.bd/generics/234/cetirizine-hydrochloride
13,Cetirizine Hydrochloride (Ophthalmic),3,https://medex.com.bd/generics/1477/cetirizine-hydrochloride-ophthalmic
14,Cetrorelix Acetate,2,https://medex.com.bd/generics/235/cetrorelix-acetate
15,Cetuximab,2,https://medex.com.bd/generics/1290/cetuximab
16,Chloral Hydrate,1,https://medex.com.bd/generics/2182/chloral-hydrate
17,Chlorambucil,1,https://medex.com.bd/generics/236/chlorambucil
18,Chloramphenicol (Ophthalmic),39,https://medex.com.bd/generics/237/chloramphenicol-ophthalmic
19,Chloramphenicol (Oral),8,https://medex.com.bd/generics/1847/chloramphenicol-oral
0,Chloramphenicol + Lidocaine Hydrochloride,3,https://medex.com.bd/generics/243/chloramphenicol-lidocaine-hydrochloride
1,Chlorhexidine Gluconate [0.2%],6,https://medex.com.bd/generics/240/chlorhexidine-gluconate-02
2,Chlorhexidine Gluconate [1%],4,https://medex.com.bd/generics/1493/chlorhexidine-gluconate-1
3,Chlorhexidine Gluconate [4%],3,https://medex.com.bd/generics/1494/chlorhexidine-gluconate-4
4,Chlorhexidine Gluconate [7.1%],5,https://medex.com.bd/generics/1492/chlorhexidine-gluconate-71
5,Chlorhexidine Gluconate + Cetrimide,16,https://medex.com.bd/generics/241/chlorhexidine-gluconate-cetrimide
6,Chlorhexidine Gluconate + Isopropyl alcohol,42,https://medex.com.bd/generics/239/chlorhexidine-gluconate-isopropyl-alcohol
7,Chlorhexidine Hydrochloride + Cetrimide,7,https://medex.com.bd/generics/242/chlorhexidine-hydrochloride-cetrimide
8,Chlorhexidine hydrochloride + Nystatin,3,https://medex.com.bd/generics/1642/chlorhexidine-hydrochloride-nystatin
9,Chloroquine Phosphate,11,https://medex.com.bd/generics/248/chloroquine-phosphate
10,Chloroxylenol,2,https://medex.com.bd/generics/1227/chloroxylenol
11,Chloroxylenol + Triclosan,1,https://medex.com.bd/generics/296/chloroxylenol-triclosan
12,Chlorpheniramine Maleate,63,https://medex.com.bd/generics/249/chlorpheniramine-maleate
13,Chlorpromazine Hydrochloride,5,https://medex.com.bd/generics/250/chlorpromazine-hydrochloride
14,Chlorthalidone,7,https://medex.com.bd/generics/251/chlorthalidone
15,Cholecalciferol [Vitamin D3],149,https://medex.com.bd/generics/252/cholecalciferol-vitamin-d3
16,Cholera Saline,7,https://medex.com.bd/generics/905/cholera-saline
17,Cholestyramine Resin,1,https://medex.com.bd/generics/2140/cholestyramine-resin
18,Choriogonadotropin Alpha,1,https://medex.com.bd/generics/1176/choriogonadotropin-alpha
19,Ciclesonide (Inhalation Aerosol),2,https://medex.com.bd/generics/1840/ciclesonide-inhalation-aerosol
0,Ciclesonide (Nasal Spray),3,https://medex.com.bd/generics/254/ciclesonide-nasal-spray
1,Ciclopirox Olamine (Cream),6,https://medex.com.bd/generics/293/ciclopirox-olamine-cream
2,Ciclopirox Olamine (Nail Lacquer),1,https://medex.com.bd/generics/1776/ciclopirox-olamine-nail-lacquer
3,Ciclopirox Olamine (Shampoo),3,https://medex.com.bd/generics/1667/ciclopirox-olamine-shampoo
4,Cilnidipine,39,https://medex.com.bd/generics/1377/cilnidipine
5,Cilostazol,8,https://medex.com.bd/generics/256/cilostazol
6,Cinchocaine + Hydrocortisone + Framycetin + Esculin,2,https://medex.com.bd/generics/259/cinchocaine-hydrocortisone-framycetin-esculin
7,Cinchocaine + Hydrocortisone + Neomycin + Esculin,3,https://medex.com.bd/generics/1224/cinchocaine-hydrocortisone-neomycin-esculin
8,Cinnarizine,9,https://medex.com.bd/generics/261/cinnarizine
9,Cinnarizine + Dimenhydrinate,6,https://medex.com.bd/generics/262/cinnarizine-dimenhydrinate
10,Ciprofibrate,9,https://medex.com.bd/generics/1884/ciprofibrate
11,Ciprofloxacin,266,https://medex.com.bd/generics/263/ciprofloxacin
12,Ciprofloxacin (Ophthalmic),33,https://medex.com.bd/generics/266/ciprofloxacin-ophthalmic
13,Ciprofloxacin + Dexamethasone,19,https://medex.com.bd/generics/264/ciprofloxacin-dexamethasone
14,Ciprofloxacin + Hydrocortisone Acetate,3,https://medex.com.bd/generics/265/ciprofloxacin-hydrocortisone-acetate
15,Cisatracurium Besylate,2,https://medex.com.bd/generics/2102/cisatracurium-besylate
16,Cisplatin,11,https://medex.com.bd/generics/267/cisplatin
17,Citalopram Hydrobromide,3,https://medex.com.bd/generics/268/citalopram-hydrobromide
18,Citicoline Sodium,16,https://medex.com.bd/generics/269/citicoline-sodium
19,Citric Acid Monohydrate,8,https://medex.com.bd/generics/1441/citric-acid-monohydrate
0,Clarithromycin,42,https://medex.com.bd/generics/271/clarithromycin
1,Clascoterone,5,https://medex.com.bd/generics/1845/clascoterone
2,Clindamycin,64,https://medex.com.bd/generics/273/clindamycin
3,Clindamycin (Lotion),5,https://medex.com.bd/generics/1588/clindamycin-lotion
4,Clindamycin (Vaginal Cream),3,https://medex.com.bd/generics/1834/clindamycin-vaginal-cream
5,Clindamycin + Benzoyl peroxide,2,https://medex.com.bd/generics/274/clindamycin-benzoyl-peroxide
6,Clindamycin + Tretinoin,12,https://medex.com.bd/generics/275/clindamycin-tretinoin
7,Clioquinol + Flumetasone Pivalate,3,https://medex.com.bd/generics/276/clioquinol-flumetasone-pivalate
8,Clioquinol + Fluocinolone Acetonide,1,https://medex.com.bd/generics/1822/clioquinol-fluocinolone-acetonide
9,Clobazam,14,https://medex.com.bd/generics/277/clobazam
10,Clobetasol Propionate,66,https://medex.com.bd/generics/280/clobetasol-propionate
11,Clobetasol Propionate + Neomycin Sulphate + Nystatin,22,https://medex.com.bd/generics/278/clobetasol-propionate-neomycin-sulphate-nystatin
12,Clobetasol Propionate + Ofloxacin + Ornidazole + Terbinafine,8,https://medex.com.bd/generics/1578/clobetasol-propionate-ofloxacin-ornidazole-terbinafine
13,Clobetasol Propionate + Salicylic Acid,11,https://medex.com.bd/generics/279/clobetasol-propionate-salicylic-acid
14,Clobetasone Butyrate,8,https://medex.com.bd/generics/281/clobetasone-butyrate
15,Clomiphene Citrate,2,https://medex.com.bd/generics/2381/clomiphene-citrate
16,Clomiphene Citrate,7,https://medex.com.bd/generics/282/clomiphene-citrate
17,Clomipramine Hydrochloride,4,https://medex.com.bd/generics/283/clomipramine-hydrochloride
18,Clonazepam,152,https://medex.com.bd/generics/284/clonazepam
19,Clonidine Hydrochloride,3,https://medex.com.bd/generics/285/clonidine-hydrochloride
0,Clopidogrel + Aspirin,37,https://medex.com.bd/generics/86/clopidogrel-aspirin
1,Clopidogrel Bisulphate,39,https://medex.com.bd/generics/286/clopidogrel-bisulphate
2,Clostridium Botulinum Toxin Type A Neurotoxin,1,https://medex.com.bd/generics/295/clostridium-botulinum-toxin-type-a-neurotoxin
3,Clotrimazole (Ear drop),4,https://medex.com.bd/generics/288/clotrimazole-ear-drop
4,Clotrimazole (Eye ointment),2,https://medex.com.bd/generics/287/clotrimazole-eye-ointment
5,Clotrimazole (Topical),28,https://medex.com.bd/generics/289/clotrimazole-topical
6,Clotrimazole (Vaginal tablet),4,https://medex.com.bd/generics/291/clotrimazole-vaginal-tablet
7,Clotrimazole + Hydrocortisone,4,https://medex.com.bd/generics/290/clotrimazole-hydrocortisone
8,Clove oil,3,https://medex.com.bd/generics/1607/clove-oil
9,Cloxacillin Sodium,30,https://medex.com.bd/generics/292/cloxacillin-sodium
10,Clozapine,7,https://medex.com.bd/generics/297/clozapine
11,Coagulation Factor IX,1,https://medex.com.bd/generics/2151/coagulation-factor-ix
12,Coagulation Factor VIIa [Eptacog Alfa],1,https://medex.com.bd/generics/1244/coagulation-factor-viia-eptacog-alfa
13,Coal Tar,1,https://medex.com.bd/generics/298/coal-tar
14,Coal Tar + Precipitated Sulphur + Salicylic Acid,1,https://medex.com.bd/generics/299/coal-tar-precipitated-sulphur-salicylic-acid
15,Coal Tar Solution,2,https://medex.com.bd/generics/902/coal-tar-solution
16,Cod Liver Oil,6,https://medex.com.bd/generics/300/cod-liver-oil
17,Colchicine,5,https://medex.com.bd/generics/303/colchicine
18,Colistimethate Sodium,12,https://medex.com.bd/generics/1429/colistimethate-sodium
19,Conjugated Estrogen (Cream),3,https://medex.com.bd/generics/1780/conjugated-estrogen-cream
0,Conjugated Estrogen (Tablet),3,https://medex.com.bd/generics/304/conjugated-estrogen-tablet
1,Conjugated Estrogen + Bazedoxifene,1,https://medex.com.bd/generics/1877/conjugated-estrogen-bazedoxifene
2,Copper Peptide + Procapil + Niacinamide + Biotin + L-Arginine,1,https://medex.com.bd/generics/1873/copper-peptide-procapil-niacinamide-biotin-l-arginine
3,Coral Calcium + Vitamin D3,114,https://medex.com.bd/generics/1200/coral-calcium-vitamin-d3
4,Crisaborole,2,https://medex.com.bd/generics/1803/crisaborole
5,Crizotinib,7,https://medex.com.bd/generics/1379/crizotinib
6,Crotamiton,3,https://medex.com.bd/generics/306/crotamiton
7,Cyanocobalamin,5,https://medex.com.bd/generics/311/cyanocobalamin
8,Cyclizine Hydrochloride,1,https://medex.com.bd/generics/2057/cyclizine-hydrochloride
9,Cyclobenzaprine Hydrochloride,3,https://medex.com.bd/generics/312/cyclobenzaprine-hydrochloride
10,Cyclopentolate Hydrochloride,1,https://medex.com.bd/generics/1851/cyclopentolate-hydrochloride
11,Cyclophosphamide,16,https://medex.com.bd/generics/1204/cyclophosphamide
12,Cyclosporine (Ophthalmic),4,https://medex.com.bd/generics/1195/cyclosporine-ophthalmic
13,Cyclosporine (Oral),4,https://medex.com.bd/generics/1194/cyclosporine-oral
14,Cyproterone Acetate + Ethinyl Estradiol,3,https://medex.com.bd/generics/324/cyproterone-acetate-ethinyl-estradiol
15,Cytarabine,10,https://medex.com.bd/generics/315/cytarabine
16,D-chiro-inositol + Myo-inositol,5,https://medex.com.bd/generics/2308/d-chiro-inositol-myo-inositol
17,Dabigatran Etexilate Mesylate,10,https://medex.com.bd/generics/1304/dabigatran-etexilate-mesylate
18,Dacarbazine,1,https://medex.com.bd/generics/1388/dacarbazine
19,Daclatasvir,8,https://medex.com.bd/generics/316/daclatasvir
0,Daclatasvir + Sofosbuvir,1,https://medex.com.bd/generics/1302/daclatasvir-sofosbuvir
1,Dacomitinib,2,https://medex.com.bd/generics/2071/dacomitinib
2,Dalteparin Sodium,2,https://medex.com.bd/generics/317/dalteparin-sodium
3,Danazol,9,https://medex.com.bd/generics/318/danazol
4,Dantrolene Sodium,11,https://medex.com.bd/generics/319/dantrolene-sodium
5,Dapagliflozin Propanediol,11,https://medex.com.bd/generics/339/dapagliflozin-propanediol
6,Dapoxetine Hydrochloride,24,https://medex.com.bd/generics/320/dapoxetine-hydrochloride
7,Daprodustat,15,https://medex.com.bd/generics/2199/daprodustat
8,Dapsone,4,https://medex.com.bd/generics/1550/dapsone
9,Darbepoetin Alfa,18,https://medex.com.bd/generics/1376/darbepoetin-alfa
10,Darifenacin,1,https://medex.com.bd/generics/322/darifenacin
11,Darolutamide,2,https://medex.com.bd/generics/2367/darolutamide
12,Dasatinib,15,https://medex.com.bd/generics/1292/dasatinib
13,Daunorubicin,3,https://medex.com.bd/generics/1230/daunorubicin
14,Decitabine,1,https://medex.com.bd/generics/2365/decitabine
15,Deferasirox,12,https://medex.com.bd/generics/323/deferasirox
16,Deferiprone,2,https://medex.com.bd/generics/325/deferiprone
17,Deferoxamine Mesylate,1,https://medex.com.bd/generics/1465/deferoxamine-mesylate
18,Deflazacort,63,https://medex.com.bd/generics/326/deflazacort
19,Degarelix Acetate,4,https://medex.com.bd/generics/1795/degarelix-acetate
0,Dehydroepiandrosterone,6,https://medex.com.bd/generics/1970/dehydroepiandrosterone
1,Delafloxacin,3,https://medex.com.bd/generics/1975/delafloxacin
2,Denosumab,3,https://medex.com.bd/generics/327/denosumab
3,Dequalinium Chloride,4,https://medex.com.bd/generics/1664/dequalinium-chloride
4,Desloratadine,63,https://medex.com.bd/generics/329/desloratadine
5,Desmopressin Acetate,6,https://medex.com.bd/generics/1794/desmopressin-acetate
6,Desogestrel,2,https://medex.com.bd/generics/331/desogestrel
7,Desonide,1,https://medex.com.bd/generics/333/desonide
8,Desoximetasone,1,https://medex.com.bd/generics/1402/desoximetasone
9,Desvenlafaxine Succinate,3,https://medex.com.bd/generics/334/desvenlafaxine-succinate
10,Deucravacitinib,2,https://medex.com.bd/generics/2203/deucravacitinib
11,Deutetrabenazine,2,https://medex.com.bd/generics/2081/deutetrabenazine
12,Dexamethasone,54,https://medex.com.bd/generics/335/dexamethasone
13,Dexamethasone (Ophthalmic),29,https://medex.com.bd/generics/337/dexamethasone-ophthalmic
14,Dexamethasone + Chloramphenicol,28,https://medex.com.bd/generics/238/dexamethasone-chloramphenicol
15,Dexamethasone + Levofloxacin,3,https://medex.com.bd/generics/2297/dexamethasone-levofloxacin
16,Dexamethasone + Neomycin Sulphate + Polymyxin B Sulphate,3,https://medex.com.bd/generics/340/dexamethasone-neomycin-sulphate-polymyxin-b-sulphate
17,Dexamethasone + Tobramycin,29,https://medex.com.bd/generics/341/dexamethasone-tobramycin
18,Dexibuprofen,20,https://medex.com.bd/generics/342/dexibuprofen
19,Dexketoprofen,3,https://medex.com.bd/generics/343/dexketoprofen
0,Dexlansoprazole,91,https://medex.com.bd/generics/344/dexlansoprazole
1,Dexmedetomidine,2,https://medex.com.bd/generics/1403/dexmedetomidine
2,Dexpanthenol,2,https://medex.com.bd/generics/1565/dexpanthenol
3,Dextran + Dextrose,2,https://medex.com.bd/generics/349/dextran-dextrose
4,Dextran + Hypromellose,6,https://medex.com.bd/generics/345/dextran-hypromellose
5,Dextran + Sodium Chloride,2,https://medex.com.bd/generics/348/dextran-sodium-chloride
6,Dextromethorphan + Bupropion,1,https://medex.com.bd/generics/2317/dextromethorphan-bupropion
7,Dextromethorphan + Phenylephrine + Triprolidine,18,https://medex.com.bd/generics/1303/dextromethorphan-phenylephrine-triprolidine
8,Dextromethorphan + Pseudoephedrine + Triprolidine,13,https://medex.com.bd/generics/346/dextromethorphan-pseudoephedrine-triprolidine
9,Dextromethorphan Hydrobromide,15,https://medex.com.bd/generics/347/dextromethorphan-hydrobromide
10,Dextromethorphan Hydrobromide + Guaifenesin,1,https://medex.com.bd/generics/1774/dextromethorphan-hydrobromide-guaifenesin
11,Dextromethorphan Polistirex,1,https://medex.com.bd/generics/2329/dextromethorphan-polistirex
12,Dextrose,21,https://medex.com.bd/generics/350/dextrose
13,Dextrose & Hartmann's Solution,3,https://medex.com.bd/generics/179/dextrose-hartmanns-solution
14,Diazepam,20,https://medex.com.bd/generics/355/diazepam
15,Diazoxide,1,https://medex.com.bd/generics/1852/diazoxide
16,Diclofenac Diethylamine + Mephenesin + Menthol + Methyl Salicylate + Turpentine Oil,1,https://medex.com.bd/generics/1483/diclofenac-diethylamine-mephenesin-menthol-methyl-salicylate-turpentine-oil
17,Diclofenac Potassium,5,https://medex.com.bd/generics/1184/diclofenac-potassium
18,Diclofenac Sodium,185,https://medex.com.bd/generics/357/diclofenac-sodium
19,Diclofenac Sodium (Ophthalmic),10,https://medex.com.bd/generics/359/diclofenac-sodium-ophthalmic
0,Diclofenac Sodium + Lidocaine Hydrochloride,25,https://medex.com.bd/generics/356/diclofenac-sodium-lidocaine-hydrochloride
1,Diclofenac Sodium + Methyl Salicylate + Linseed Oil + Menthol,2,https://medex.com.bd/generics/1453/diclofenac-sodium-methyl-salicylate-linseed-oil-menthol
2,Diclofenac Sodium + Misoprostol,15,https://medex.com.bd/generics/358/diclofenac-sodium-misoprostol
3,Dicycloverine Hydrochloride,18,https://medex.com.bd/generics/361/dicycloverine-hydrochloride
4,Dienogest,8,https://medex.com.bd/generics/362/dienogest
5,Dienogest + Estradiol Valerate,1,https://medex.com.bd/generics/1864/dienogest-estradiol-valerate
6,Diethylamine Salicylate,2,https://medex.com.bd/generics/2325/diethylamine-salicylate
7,Diethylcarbamazine Citrate,2,https://medex.com.bd/generics/363/diethylcarbamazine-citrate
8,Difelikefalin Acetate,1,https://medex.com.bd/generics/2385/difelikefalin-acetate
9,Difluprednate,9,https://medex.com.bd/generics/365/difluprednate
10,Digoxin,3,https://medex.com.bd/generics/366/digoxin
11,Diloxanide Furoate,2,https://medex.com.bd/generics/367/diloxanide-furoate
12,Diltiazem Hydrochloride,18,https://medex.com.bd/generics/1839/diltiazem-hydrochloride
13,Dinoprostone,1,https://medex.com.bd/generics/2326/dinoprostone
14,Diosmin + Hesperidin,17,https://medex.com.bd/generics/369/diosmin-hesperidin
15,Diphenhydramine + Dextromethorphan + Levomenthol,8,https://medex.com.bd/generics/1476/diphenhydramine-dextromethorphan-levomenthol
16,Diphenhydramine + Levomenthol,1,https://medex.com.bd/generics/1463/diphenhydramine-levomenthol
17,Diphenhydramine Hydrochloride,13,https://medex.com.bd/generics/370/diphenhydramine-hydrochloride
18,Diphenhydramine Hydrochloride + Zinc Acetate,3,https://medex.com.bd/generics/382/diphenhydramine-hydrochloride-zinc-acetate
19,Diphtheria / Pertussis / Tetanus,2,https://medex.com.bd/generics/1206/diphtheria-pertussis-tetanus
0,Diphtheria + Tetanus + Pertussis + Hepatitis B + Polio + HIB,1,https://medex.com.bd/generics/1973/diphtheria-tetanus-pertussis-hepatitis-b-polio-hib
1,"Diphtheria, Tetanus, Pertussis, Poliomyelitis Vaccine",1,https://medex.com.bd/generics/1974/diphtheria-tetanus-pertussis-poliomyelitis-vaccine
2,Dipyridamole,1,https://medex.com.bd/generics/371/dipyridamole
3,Diroximel Fumarate,1,https://medex.com.bd/generics/2217/diroximel-fumarate
4,Dithranol + Boric Acid + Salicylic Acid,4,https://medex.com.bd/generics/147/dithranol-boric-acid-salicylic-acid
5,Dobutamine Hydrochloride,4,https://medex.com.bd/generics/375/dobutamine-hydrochloride
6,Docetaxel Trihydrate,24,https://medex.com.bd/generics/376/docetaxel-trihydrate
7,Docusate Sodium (Ear drop),1,https://medex.com.bd/generics/1813/docusate-sodium-ear-drop
8,Docusate Sodium (Oral),3,https://medex.com.bd/generics/378/docusate-sodium-oral
9,Domperidone Maleate,217,https://medex.com.bd/generics/380/domperidone-maleate
10,Donepezil Hydrochloride,2,https://medex.com.bd/generics/386/donepezil-hydrochloride
11,Dopamine Hydrochloride,4,https://medex.com.bd/generics/387/dopamine-hydrochloride
12,Doripenem,6,https://medex.com.bd/generics/388/doripenem
13,Dorzolamide + Timolol,4,https://medex.com.bd/generics/389/dorzolamide-timolol
14,Dotinurad,8,https://medex.com.bd/generics/2214/dotinurad
15,Doxepin (Oral),5,https://medex.com.bd/generics/390/doxepin-oral
16,Doxepin (Topical),1,https://medex.com.bd/generics/391/doxepin-topical
17,Doxercalciferol,2,https://medex.com.bd/generics/2380/doxercalciferol
18,Doxophylline,123,https://medex.com.bd/generics/392/doxophylline
19,Doxorubicin Hydrochloride,9,https://medex.com.bd/generics/393/doxorubicin-hydrochloride
0,Doxorubicin Hydrochloride Liposome,4,https://medex.com.bd/generics/2184/doxorubicin-hydrochloride-liposome
1,Doxycycline Hydrochloride,53,https://medex.com.bd/generics/394/doxycycline-hydrochloride
2,Drospirenone,4,https://medex.com.bd/generics/1663/drospirenone
3,Drospirenone + Estetrol,2,https://medex.com.bd/generics/2172/drospirenone-estetrol
4,Drospirenone + Estradiol,3,https://medex.com.bd/generics/1635/drospirenone-estradiol
5,Drospirenone + Ethinyl Estradiol (0.02 mg),5,https://medex.com.bd/generics/396/drospirenone-ethinyl-estradiol-002-mg
6,Drospirenone + Ethinyl Estradiol (0.03 mg),4,https://medex.com.bd/generics/1804/drospirenone-ethinyl-estradiol-003-mg
7,Drospirenone + Ethinyl Estradiol + Levomefolate,2,https://medex.com.bd/generics/1888/drospirenone-ethinyl-estradiol-levomefolate
8,Drotaverine Hydrochloride,11,https://medex.com.bd/generics/397/drotaverine-hydrochloride
9,Dulaglutide,2,https://medex.com.bd/generics/1599/dulaglutide
10,Duloxetine Hydrochloride,17,https://medex.com.bd/generics/398/duloxetine-hydrochloride
11,Dutasteride,2,https://medex.com.bd/generics/399/dutasteride
12,Dydrogesterone,9,https://medex.com.bd/generics/400/dydrogesterone
13,Ebastine,35,https://medex.com.bd/generics/401/ebastine
14,Econazole Nitrate,13,https://medex.com.bd/generics/402/econazole-nitrate
15,Econazole Nitrate + Triamcinolone Acetonide,41,https://medex.com.bd/generics/403/econazole-nitrate-triamcinolone-acetonide
16,Efavirenz,2,https://medex.com.bd/generics/404/efavirenz
17,Efinaconazole,1,https://medex.com.bd/generics/2414/efinaconazole
18,Eflornithine Hydrochloride,3,https://medex.com.bd/generics/1404/eflornithine-hydrochloride
19,Eggshell Calcium + Vitamin D3,21,https://medex.com.bd/generics/1548/eggshell-calcium-vitamin-d3
0,Eggshell Calcium + Vitamin D3 + 19 Vitamin & Minerals,1,https://medex.com.bd/generics/2336/eggshell-calcium-vitamin-d3-19-vitamin-minerals
1,Elagolix Sodium,12,https://medex.com.bd/generics/1647/elagolix-sodium
2,Elemental Calcium,87,https://medex.com.bd/generics/173/elemental-calcium
3,Elemental Calcium + Vitamin D3,128,https://medex.com.bd/generics/169/elemental-calcium-vitamin-d3
4,Elobixibat,1,https://medex.com.bd/generics/2388/elobixibat
5,Eltrombopag Olamine,27,https://medex.com.bd/generics/414/eltrombopag-olamine
6,Eluxadoline,2,https://medex.com.bd/generics/1469/eluxadoline
7,Emicizumab,2,https://medex.com.bd/generics/2222/emicizumab
8,Empagliflozin,66,https://medex.com.bd/generics/1275/empagliflozin
9,Empagliflozin + Linagliptin,44,https://medex.com.bd/generics/2046/empagliflozin-linagliptin
10,Empagliflozin + Metformin Hydrochloride,68,https://medex.com.bd/generics/1580/empagliflozin-metformin-hydrochloride
11,Enalapril Maleate,3,https://medex.com.bd/generics/409/enalapril-maleate
12,Encephalitis Vaccine,1,https://medex.com.bd/generics/1556/encephalitis-vaccine
13,Enoxaparin Sodium,47,https://medex.com.bd/generics/411/enoxaparin-sodium
14,Entecavir,27,https://medex.com.bd/generics/413/entecavir
15,Enzalutamide,1,https://medex.com.bd/generics/2183/enzalutamide
16,Epalrestat,3,https://medex.com.bd/generics/416/epalrestat
17,Eperisone Hydrochloride,3,https://medex.com.bd/generics/417/eperisone-hydrochloride
18,Ephedrine Hydrochloride,7,https://medex.com.bd/generics/418/ephedrine-hydrochloride
19,Epinastine Hydrochloride,4,https://medex.com.bd/generics/419/epinastine-hydrochloride
0,Epirubicin Hydrochloride,10,https://medex.com.bd/generics/420/epirubicin-hydrochloride
1,Eplerenone,5,https://medex.com.bd/generics/421/eplerenone
2,Eptifibatide,2,https://medex.com.bd/generics/424/eptifibatide
3,Erdafitinib,1,https://medex.com.bd/generics/2440/erdafitinib
4,Erdosteine,5,https://medex.com.bd/generics/1284/erdosteine
5,Ergometrine Maleate,3,https://medex.com.bd/generics/425/ergometrine-maleate
6,Erlotinib,20,https://medex.com.bd/generics/426/erlotinib
7,Ertapenem,3,https://medex.com.bd/generics/1262/ertapenem
8,Ertugliflozin,8,https://medex.com.bd/generics/2058/ertugliflozin
9,Erythromycin (Lotion),3,https://medex.com.bd/generics/428/erythromycin-lotion
10,Erythromycin (Oral),76,https://medex.com.bd/generics/427/erythromycin-oral
11,Erythropoietin Alfa,42,https://medex.com.bd/generics/422/erythropoietin-alfa
12,Erythropoietin Beta,3,https://medex.com.bd/generics/423/erythropoietin-beta
13,Escitalopram Oxalate,56,https://medex.com.bd/generics/430/escitalopram-oxalate
14,Esmolol Hydrochloride,1,https://medex.com.bd/generics/1674/esmolol-hydrochloride
15,Esomeprazole,291,https://medex.com.bd/generics/433/esomeprazole
16,Esomeprazole (MUPS preparation),64,https://medex.com.bd/generics/1669/esomeprazole-mups-preparation
17,Esomeprazole + Amoxicillin + Clarithromycin,2,https://medex.com.bd/generics/1462/esomeprazole-amoxicillin-clarithromycin
18,"Essential Amino Acid, D-Sorbitol & Electrolytes",1,https://medex.com.bd/generics/2366/essential-amino-acid-d-sorbitol-electrolytes
19,Estradiol,1,https://medex.com.bd/generics/434/estradiol
0,Estradiol (vaginal cream),1,https://medex.com.bd/generics/2230/estradiol-vaginal-cream
1,Estradiol + Dydrogesterone,3,https://medex.com.bd/generics/2300/estradiol-dydrogesterone
2,Estradiol Hemihydrate + Progesterone Micronized,2,https://medex.com.bd/generics/2375/estradiol-hemihydrate-progesterone-micronized
3,Estradiol Valerate,3,https://medex.com.bd/generics/1832/estradiol-valerate
4,Estriol (Oral),2,https://medex.com.bd/generics/435/estriol-oral
5,Estriol (Vaginal),4,https://medex.com.bd/generics/1608/estriol-vaginal
6,Eszopiclone,8,https://medex.com.bd/generics/437/eszopiclone
7,Etanercept,3,https://medex.com.bd/generics/1631/etanercept
8,Ethambutol,1,https://medex.com.bd/generics/438/ethambutol
9,Ethanol + Isopropyl alcohol,12,https://medex.com.bd/generics/1456/ethanol-isopropyl-alcohol
10,Ethinyl Estradiol + Desogestrel (0.02 mg),2,https://medex.com.bd/generics/1805/ethinyl-estradiol-desogestrel-002-mg
11,Ethinyl Estradiol + Desogestrel (0.03 mg),6,https://medex.com.bd/generics/332/ethinyl-estradiol-desogestrel-003-mg
12,Ethinyl Estradiol + Gestodene,1,https://medex.com.bd/generics/1179/ethinyl-estradiol-gestodene
13,Ethinyl Estradiol + Levonorgestrel + Ferrous Fumarate,8,https://medex.com.bd/generics/441/ethinyl-estradiol-levonorgestrel-ferrous-fumarate
14,Ethinyl Estradiol + Lynestrenol (0.0375 mg),2,https://medex.com.bd/generics/442/ethinyl-estradiol-lynestrenol-00375-mg
15,Ethinyl Estradiol + Lynestrenol (0.05 mg),2,https://medex.com.bd/generics/1677/ethinyl-estradiol-lynestrenol-005-mg
16,Ethosuximide,1,https://medex.com.bd/generics/443/ethosuximide
17,Ethyl Alcohol + Hydrogen peroxide + Glycerol,3,https://medex.com.bd/generics/1585/ethyl-alcohol-hydrogen-peroxide-glycerol
18,Ethyl Butylacetylaminopropionate,1,https://medex.com.bd/generics/1651/ethyl-butylacetylaminopropionate
19,Etodolac,6,https://medex.com.bd/generics/444/etodolac
0,Etoposide,9,https://medex.com.bd/generics/456/etoposide
1,Etoricoxib,169,https://medex.com.bd/generics/446/etoricoxib
2,Eucalyptol + Menthol + Methyl Salicylate + Thymol + Sodium Fluoride,3,https://medex.com.bd/generics/447/eucalyptol-menthol-methyl-salicylate-thymol-sodium-fluoride
3,Eucalyptol + Menthol + Thymol,1,https://medex.com.bd/generics/1322/eucalyptol-menthol-thymol
4,Everolimus,6,https://medex.com.bd/generics/457/everolimus
5,Exemestane,2,https://medex.com.bd/generics/2175/exemestane
6,Ezetimibe,4,https://medex.com.bd/generics/449/ezetimibe
7,Famotidine,43,https://medex.com.bd/generics/452/famotidine
8,Faricimab,1,https://medex.com.bd/generics/2391/faricimab
9,Faropenem,9,https://medex.com.bd/generics/2302/faropenem
10,Favipiravir,24,https://medex.com.bd/generics/1547/favipiravir
11,Febuxostat,29,https://medex.com.bd/generics/453/febuxostat
12,Fenofibrate,18,https://medex.com.bd/generics/454/fenofibrate
13,Fentanyl Citrate,8,https://medex.com.bd/generics/455/fentanyl-citrate
14,Fenticonazole Nitrate,6,https://medex.com.bd/generics/458/fenticonazole-nitrate
15,Ferric Carboxymaltose,45,https://medex.com.bd/generics/459/ferric-carboxymaltose
